time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh
0.0,-0.0004035058373119682,-0.008644836023449898,0.023993555456399918,0.0,0.0,0.0
0.1,0.009187664836645126,-0.03493103012442589,0.04443994164466858,0.0,0.0,0.0
0.2,0.010472234338521957,-0.045962315052747726,0.11958780884742737,0.0,0.0,0.0
0.3,0.011596080847084522,-0.050948455929756165,0.19829027354717255,0.0,0.0,0.0
0.4,0.005058582406491041,-0.04682185500860214,0.2542596459388733,0.0,0.0,0.0
0.5,-0.04372473806142807,0.03593292087316513,0.29667121171951294,-0.045110512524843216,0.03854808211326599,0.29020193219184875
0.6,-0.05351068824529648,0.05291811376810074,0.3253290057182312,-0.05573691427707672,0.05924858897924423,0.32307296991348267
0.7,-0.061257895082235336,0.06958840787410736,0.3535650372505188,-0.06573496013879776,0.07684910297393799,0.3485322892665863
0.8,-0.06476640701293945,0.07965007424354553,0.37525415420532227,-0.0709645226597786,0.08775243163108826,0.3700796365737915
0.9,-0.06393976509571075,0.08375523239374161,0.3929266929626465,-0.07016830146312714,0.09123006463050842,0.3889155387878418
1.0,-0.058676425367593765,0.08074171096086502,0.40536367893218994,-0.06361384689807892,0.08626183867454529,0.4032808542251587
1.1,-0.04826944321393967,0.06712760031223297,0.41716474294662476,-0.054862719029188156,0.07261906564235687,0.41624635457992554
1.2,-0.03731158375740051,0.05184674263000488,0.42987439036369324,-0.04281735420227051,0.058928195387125015,0.43184322118759155
1.3,-0.02721015177667141,0.035680077970027924,0.4438864290714264,-0.03459274396300316,0.04291459545493126,0.4418630599975586
1.4,-0.01791234128177166,0.021038617938756943,0.45818156003952026,-0.02404910884797573,0.0272972472012043,0.45566844940185547
1.5,-0.009802436456084251,0.009913254529237747,0.4681176543235779,-0.013511896133422852,0.014374509453773499,0.47024720907211304
1.6,-0.0051759579218924046,0.0029913282487541437,0.47874122858047485,-0.007380889728665352,0.005705345422029495,0.479173481464386
1.7,-0.0018735667690634727,-0.0005784987006336451,0.4869779944419861,-0.0032431585714221,0.0005752592114731669,0.4867728054523468
1.8,0.0002914301585406065,-0.0013598186196759343,0.4939066767692566,-0.00085432268679142,-0.001359342597424984,0.49167370796203613
1.901,0.001484244829043746,-0.00025415446725673974,0.4966927170753479,0.0004849494434893131,-0.0020238147117197514,0.49493440985679626
2.001,0.0037734939251095057,0.0005232073599472642,0.5027798414230347,0.002154766581952572,-0.0024829430039972067,0.4998699128627777
2.101,0.013664904050529003,0.0007546003325842321,0.5156430602073669,0.002154766581952572,-0.0024829430039972067,0.4998699128627777
2.2,0.046958014369010925,0.0003271152963861823,0.5245912671089172,0.002154766581952572,-0.0024829430039972067,0.4998699128627777
2.3,0.10751323401927948,-0.0019469503313302994,0.5220756530761719,0.002154766581952572,-0.0024829430039972067,0.4998699128627777
2.401,0.19889310002326965,-0.013223721645772457,0.5128688216209412,0.19878056645393372,-0.01610575243830681,0.5077913403511047
2.501,0.29016634821891785,-0.018740275874733925,0.5029923319816589,0.25541892647743225,-0.02405688911676407,0.49845099449157715
2.6,0.37339794635772705,-0.023499708622694016,0.5134097933769226,0.3512265682220459,-0.025979474186897278,0.5161870121955872
2.7,0.44512516260147095,-0.02306375838816166,0.5303739309310913,0.3512265682220459,-0.025979474186897278,0.5161870121955872
2.8,0.4947923719882965,-0.021178390830755234,0.5443050861358643,0.3512265682220459,-0.025979474186897278,0.5161870121955872
2.9,0.5059499144554138,-0.021511442959308624,0.5387555360794067,0.48985129594802856,-0.025579290464520454,0.5255560278892517
3.0,0.5028666853904724,-0.01988891325891018,0.5285704135894775,0.49377748370170593,-0.022264447063207626,0.5206645727157593
3.1,0.49026811122894287,-0.01607196405529976,0.5213953256607056,0.4865146279335022,-0.016102587804198265,0.5199666023254395
3.2,0.47735366225242615,-0.01075835432857275,0.5218601822853088,0.4780415892601013,-0.010234521701931953,0.5276569128036499
3.3,0.46862974762916565,-0.006337386090308428,0.5357556939125061,0.4728044867515564,-0.006692525930702686,0.536413311958313
3.4,0.46547016501426697,-0.0024831451009958982,0.5437481999397278,0.47195136547088623,-0.0049207257106900215,0.5406628847122192
3.5,0.4750356078147888,0.00027181574841961265,0.5510373711585999,0.48046791553497314,-0.0003469550283625722,0.550939679145813
3.6,0.48798730969429016,0.001496009062975645,0.5494962930679321,0.48605236411094666,-0.00019332708325237036,0.5503584146499634
3.7,0.5086408853530884,0.0010994004551321268,0.548276960849762,0.5148019194602966,3.309035673737526e-05,0.5512072443962097
3.8,0.5268068313598633,-0.0002375548065174371,0.5474767684936523,0.5319855809211731,-0.0010610977187752724,0.5509737730026245
3.9,0.5411443710327148,-0.0014123987639322877,0.5475049018859863,0.5460140109062195,-0.0023889951407909393,0.5511772632598877
4.0,0.5491405129432678,-0.0015181011985987425,0.551002562046051,0.5503236651420593,-0.002845280570909381,0.5513049364089966
4.1,0.5534259676933289,0.004894672427326441,0.5612229704856873,0.5587773323059082,0.00521810632199049,0.5522727966308594
4.2,0.5526870489120483,0.03347260132431984,0.5636942982673645,0.5592848658561707,0.02061745524406433,0.5478516817092896
4.3,0.5485542416572571,0.08975432068109512,0.5550785660743713,0.5584447383880615,0.05362218618392944,0.5393458604812622
4.4,0.5406928062438965,0.16900186240673065,0.5390251874923706,0.5584447383880615,0.05362218618392944,0.5393458604812622
4.5,0.5436936616897583,0.25482839345932007,0.5256094932556152,0.5524401068687439,0.24324491620063782,0.5240093469619751
4.6,0.5429970026016235,0.33881717920303345,0.5257627964019775,0.5507853031158447,0.31435948610305786,0.520004391670227
4.7,0.5433411002159119,0.4089479446411133,0.5431220531463623,0.5488151907920837,0.3933541178703308,0.5361233353614807
4.8,0.5402733683586121,0.46107247471809387,0.5498918890953064,0.5471290946006775,0.4284515976905823,0.5356360077857971
4.9,0.5381868481636047,0.4858577251434326,0.5505771636962891,0.5427794456481934,0.46921980381011963,0.5368231534957886
5.0,0.5345105528831482,0.49669769406318665,0.5453590154647827,0.5400928258895874,0.48036283254623413,0.5360743999481201
5.1,0.5304953455924988,0.4897695481777191,0.5327963829040527,0.533255934715271,0.4824479818344116,0.53089439868927
5.2,0.5258051753044128,0.47840914130210876,0.5302185416221619,0.5271745920181274,0.4734100103378296,0.5332134962081909
5.3,0.5211400985717773,0.4666665196418762,0.5360251069068909,0.5233574509620667,0.46750494837760925,0.5381616353988647
5.4,0.5164023041725159,0.4608355462551117,0.5448005795478821,0.5198338031768799,0.46446943283081055,0.5428729057312012
5.5,0.5123403072357178,0.4636524021625519,0.5481867790222168,0.5153803825378418,0.46786177158355713,0.5465172529220581
5.6,0.5080980658531189,0.47080081701278687,0.5484320521354675,0.5153803825378418,0.46786177158355713,0.5465172529220581
5.7,0.5051397085189819,0.48238858580589294,0.5447811484336853,0.5153803825378418,0.46786177158355713,0.5465172529220581
5.8,0.5029165744781494,0.49637067317962646,0.5410932302474976,0.5153803825378418,0.46786177158355713,0.5465172529220581
5.9,0.5089288353919983,0.5238258242607117,0.5411580801010132,0.5124071836471558,0.5297560691833496,0.5425111055374146
6.0,0.5100234746932983,0.5376131534576416,0.5426141023635864,0.5127608776092529,0.5328093767166138,0.542792558670044
6.1,0.5052866339683533,0.5481078624725342,0.5535982251167297,0.5058927536010742,0.5524500608444214,0.5447263717651367
6.2,0.47831016778945923,0.5509099364280701,0.562400221824646,0.4976515471935272,0.5547171831130981,0.5433557629585266
6.3,0.42542895674705505,0.5507715344429016,0.5516493916511536,0.44614022970199585,0.5563876628875732,0.5341554284095764
6.4,0.3485693037509918,0.547841489315033,0.5354312658309937,0.38298583030700684,0.554151713848114,0.5145295858383179
6.5,0.25876322388648987,0.5413364171981812,0.5195959806442261,0.26522189378738403,0.5454239249229431,0.5035800337791443
6.6,0.17146724462509155,0.5354514122009277,0.5143100619316101,0.19266480207443237,0.5391324162483215,0.5150835514068604
6.7,0.09377356618642807,0.5281851887702942,0.5271613001823425,0.16621270775794983,0.5365763902664185,0.5109560489654541
6.8,0.040042486041784286,0.5224674344062805,0.5392475128173828,0.07895951718091965,0.5278307795524597,0.5275519490242004
6.9,0.016347181051969528,0.5192810893058777,0.5428086519241333,0.03480894863605499,0.5209987163543701,0.5342920422554016
7.0,0.006909213960170746,0.515162467956543,0.536361813545227,0.02053820714354515,0.5159878730773926,0.5284329652786255
7.1,0.009990417398512363,0.5117908120155334,0.525102972984314,0.02053820714354515,0.5159878730773926,0.5284329652786255
7.2,0.025239912793040276,0.5097034573554993,0.5210705995559692,0.03260010853409767,0.5101264119148254,0.52461177110672
7.3,0.03945981338620186,0.5075831413269043,0.5251308083534241,0.04096045345067978,0.5082409381866455,0.5293887853622437
7.4,0.045860614627599716,0.5064387321472168,0.5311035513877869,0.04409509897232056,0.5069077014923096,0.5337774753570557
7.5,0.044213663786649704,0.5052757263183594,0.5360207557678223,0.04000392556190491,0.5061001777648926,0.5358064770698547
7.6,0.033740583807229996,0.5047121644020081,0.5343724489212036,0.03159336373209953,0.5055375099182129,0.5353153347969055
7.7,0.017364338040351868,0.5040958523750305,0.5331927537918091,0.013276346027851105,0.504804253578186,0.5330785512924194
7.8,0.00032064388506114483,0.503630518913269,0.5309852957725525,-0.0012369798496365547,0.5042725801467896,0.5336547493934631
7.9,-0.017072532325983047,0.5032659769058228,0.5299388766288757,-0.01974625699222088,0.5034232139587402,0.531969428062439
8.001,-0.02946683205664158,0.5021425485610962,0.5302609205245972,-0.03134957328438759,0.5022164583206177,0.5326505303382874
8.1,-0.03589199483394623,0.4945063889026642,0.5390838384628296,-0.03638952970504761,0.49804162979125977,0.5345117449760437
8.201,-0.03703273460268974,0.46721702814102173,0.5437929630279541,-0.038142748177051544,0.49151021242141724,0.5366387963294983
8.302,-0.034428391605615616,0.41392451524734497,0.5384405851364136,-0.03859170898795128,0.4128725528717041,0.5210612416267395
8.402,-0.0301881842315197,0.3375592529773712,0.5181889533996582,-0.0345492959022522,0.3401155173778534,0.5090399384498596
8.5,-0.023689351975917816,0.2483316957950592,0.5046340823173523,-0.0345492959022522,0.3401155173778534,0.5090399384498596
8.6,-0.019195308908820152,0.16334779560565948,0.5036496520042419,-0.024316787719726562,0.19076493382453918,0.5061519145965576
8.7,-0.012992539443075657,0.08636043965816498,0.5172979831695557,-0.024316787719726562,0.19076493382453918,0.5061519145965576
8.8,-0.007780142594128847,0.031010203063488007,0.5261681079864502,-0.024316787719726562,0.19076493382453918,0.5061519145965576
8.9,-0.004205335862934589,-0.005071376450359821,0.5274631977081299,-0.024316787719726562,0.19076493382453918,0.5061519145965576
9.0,-0.002807004377245903,-0.017553258687257767,0.520514965057373,-0.024316787719726562,0.19076493382453918,0.5061519145965576
9.1,-0.002857253421097994,-0.010930166579782963,0.5110639929771423,-0.024316787719726562,0.19076493382453918,0.5061519145965576
9.2,-0.0018243304220959544,0.010267145931720734,0.5089895129203796,-0.024316787719726562,0.19076493382453918,0.5061519145965576
9.3,-0.004825151059776545,0.06810162961483002,0.5117118954658508,-0.005190600175410509,0.07438697665929794,0.5126770734786987
9.4,-0.004977036267518997,0.0880051776766777,0.5177637338638306,-0.00420862901955843,0.08601922541856766,0.5175592303276062
9.5,-0.004173045977950096,0.0953822061419487,0.5257803201675415,-0.0028690584003925323,0.0919051319360733,0.5223517417907715
9.6,-0.003053623717278242,0.08969569206237793,0.525164783000946,-0.002061911392956972,0.08844482898712158,0.5223304629325867
9.7,-0.0015929139917716384,0.07411711663007736,0.5223110914230347,-0.002061911392956972,0.08844482898712158,0.5223304629325867
9.8,0.0015135405119508505,0.041969653218984604,0.5149202346801758,0.0026503982953727245,0.03740131855010986,0.5180797576904297
9.9,0.003439232474192977,0.011865629814565182,0.515397846698761,0.0032207565382122993,0.01029137335717678,0.5153023600578308
10.0,0.0047371420077979565,-0.012431001290678978,0.5165101885795593,0.0032207565382122993,0.01029137335717678,0.5153023600578308
10.1,0.006884759292006493,-0.03136730194091797,0.4939989447593689,0.0032207565382122993,0.01029137335717678,0.5153023600578308
10.2,0.00680566905066371,-0.05016465485095978,0.4224238395690918,0.007313935086131096,-0.048638664186000824,0.42610064148902893
10.3,0.007372717838734388,-0.05663507804274559,0.32177865505218506,0.008154639974236488,-0.05702856183052063,0.3257560133934021
10.4,0.005733879748731852,-0.05339181423187256,0.2373005896806717,0.00875094160437584,-0.056699663400650024,0.235069140791893
10.501,0.017952965572476387,-0.04410099610686302,0.16404888033866882,0.008718572556972504,-0.049491964280605316,0.16563113033771515
10.6,0.014116841368377209,-0.03427336364984512,0.11449441313743591,0.007989088073372841,-0.03876961022615433,0.1144084483385086
10.7,0.01337515190243721,-0.027789652347564697,0.07897188514471054,0.004965426400303841,-0.028537094593048096,0.07663729786872864
10.8,0.009948085993528366,-0.019787196069955826,0.05444648116827011,0.0012113326229155064,-0.02189747989177704,0.054475829005241394
10.9,-0.003077338682487607,-0.01445930078625679,0.025120407342910767,-0.0063926419243216515,-0.014661851339042187,0.032215267419815063
